id,class,part_no,details,battery_id,visible_parts
1052,insulation cap,11,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1053,insulation cap,12,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1054,insulation cap,13,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1055,insulation cap,14,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1056,insulation cap,15,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1057,insulation cap,16,,1,busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1058,insulation cap,17,,1,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1059,insulation cap,18,,1,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1060,insulation cap,19,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1061,insulation cap,20,,1,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1062,insulation cap,21,,1,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1063,insulation cap,22,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1064,insulation cap,23,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1065,insulation cap,24,,1,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1066,insulation cap,25,,1,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1067,insulation cap,26,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1068,insulation cap,27,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1069,insulation cap,28,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1070,insulation cap,29,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1071,insulation cap,30,,1,busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+wire harness+module+module+module+module+housing bottom+module frame+module frame
1072,insulation cap,31,,1,busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+wire harness+module+module+module+module+housing bottom+module frame+module frame
1073,insulation cap,32,,1,busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+wire harness+module+module+module+module+housing bottom+module frame+module frame
1074,insulation cap,33,,1,busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+disconnect unit+wire harness+module+module+module+module+housing bottom+module frame+module frame
1075,insulation cap,34,,1,busbar+insulation cap+insulation cap+busbar+busbar+disconnect unit+wire harness+module+module+module+module+housing bottom+module frame+module frame
1076,insulation cap,35,,1,busbar+busbar+busbar+insulation cap+disconnect unit+wire harness+module+module+module+module+housing bottom+module frame+module frame
1077,insulation cap,36,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1078,busbar,1,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1079,busbar,2,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+busbar+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1080,busbar,3,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
